time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2020-06-29 16:08:36.446 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,188999904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:09:36.448 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,188999936,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:10:36.448 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,191013232,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:11:36.449 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,193278216,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:12:36.449 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,193278248,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:13:36.450 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,195291544,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:14:36.450 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,195291576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:15:36.452 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,197304904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:16:36.452 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,197304936,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:17:36.454 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,199318232,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:18:36.457 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,199318264,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:19:36.457 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,201583240,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:20:36.458 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,203596536,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:21:36.460 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,203596568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:22:36.460 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,203848368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:23:36.460 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,203848400,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:24:36.461 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,205861696,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:25:36.462 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,209888256,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:26:36.462 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,211901592,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:27:36.463 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,211901624,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:28:36.463 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,214525800,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:29:36.464 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,3,41363536,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:30:36.465 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,42672208,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:31:36.465 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,42672240,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:32:36.466 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,43980912,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:33:36.467 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,45514832,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:34:36.468 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,47020216,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:35:36.469 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48806224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:36:36.470 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48806256,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:37:36.471 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48806288,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-29 16:38:36.472 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295213,4480,147104,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,144356,7, ,143402, , , , , ,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593442115226, , , , , , ,0, , , , , , , ,1593442804860,113, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,51761592,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
