time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2020-06-28 12:50:14.745 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:51:14.747 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:52:14.747 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:53:14.749 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:54:14.751 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:55:14.755 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:56:14.761 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:57:14.763 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:58:14.765 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 12:59:14.766 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:00:14.770 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:01:14.771 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,162158576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:02:14.772 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,166185128,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:03:14.774 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:04:14.775 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:05:14.775 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:06:14.776 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:07:14.778 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:08:14.781 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:09:14.783 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:10:14.785 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:11:14.785 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:12:14.786 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:13:14.787 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:14:14.787 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180445,3376,34592, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593346547441, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170211656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:15:08.550 UTC, , , , , , , , , , , , , , , , , , ,125,3177253,3376,31400, , ,4,2,44,4,0.09, , , , , , , ,4,4, ,4,2,2,1,6, ,45,23, , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , ,18,182, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350108236, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,35,0, , , ,2, , , ,3, , , , ,35, ,2048,1, , , , ,388511,80, , , , , , , , , , ,117851736,-1, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:16:08.557 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3288861,4272,140752,1792, ,14, ,52,10,0.19, , , , , , , ,14,14, , , ,2,1,25, ,49,36, , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350108236, , , , , , ,0, , , , , , , ,1593350114650,92, , , ,15,3145728, , , ,58,12, ,12, ,3,1, , ,3,1, , , ,58,1, , , , , , ,119983,61,267,2, , , , ,1,18,2,31,66942056,-1, , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2020-06-28 13:16:10.708 UTC, , , , , , , , , , , , , , , , , , ,589,3287069,4272,140752, , ,14, , , , , , , , , , , ,14,14, , , ,2,1,25, , , , , , , , , , , , , , , , ,141500,5, ,140631, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350108236, , , , , , , , , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,86154840,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:16:40.378 UTC, , , , , , , , , , , , , , , , , , ,125,3177301,3376,31448, , ,4,1,44,4,0.09, , , , , , , ,4,4, ,4,1,2,1,6, ,47,24, , , , , , , , , , , , , ,143020,6, ,141879, , , , , ,52,-1, , , , , ,18,198, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350200079, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,35,0, , , ,2, , , ,3, , , , ,35, ,2048,1, , , , ,386570,80, , , , , , , , , , ,118908448,-1, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:17:40.387 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180493,3376,34640, , ,5, ,8,1,0.13, , , , , , , ,5,5, , , ,2,1,8, ,6,4, , , , , , , , , , , , , ,143020,6, ,141879, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350200079, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , ,8,0, , , ,1, , , ,3, , , , ,8,1, , , , , , ,9532,9, , , , , , , , , , ,159176624,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:18:40.390 UTC,0,0,0,0, , , , , , , , , , , , , , ,125,3180493,3376,34640, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,8, , , , , , , , , , , , , , , , ,143020,6, ,141879, , , , , ,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350200079, , , , , , ,0, , , , , , , , , , , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,159178544,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-06-28 13:19:10.454 UTC, , , , , , , , , , , , , , , , , , ,125,3177301,3376,31448, , ,4,1,44,4,0.09, , , , , , , ,4,4, ,4,1,2,1,6, ,47,24, , , , , , , , , , , , , ,143020,6, ,141879, , , , , ,52,52, , , , , ,18,198, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593350350159, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,35,0, , , ,2, , , ,3, , , , ,35, ,2048,1, , , , ,386570,80, , , , , , , , , , ,117879664,-1, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
